,Total,Commercial,Industrial,Residential,Electricity Prod,Onroad,Cement,Aircraft,Airborne,Nonroad,POP2000,ALAND10,MSA Code,MSA Name,Density,POPlog,Totlog,Dlog
4,3.104863784,0.232274011,0.164741169,0.387482154,0.288820976,1.543792765,0.055233477,0.087843304,0.22081036,0.123865568,729649,24041.55946,10740,"Albuquerque, NM Metropolitan Statistical AreaAlbuquerque, NM Metropolitan Statistical AreaAlbuquerque, NM Metropolitan Statistical AreaAlbuquerque, NM Metropolitan Statistical Area",30.34948715,5.863113992,0.492042552,1.482151357
119,3.113662195,0.061377177,0.286492909,0.03718853,0,1.696311482,0,0.243429377,0.611904738,0.176957982,170498,2409.328778,23020,"Fort Walton Beach-Crestview-Destin,  FL Metropolitan Statistical Area",70.76576744,5.231719289,0.493271494,1.849823221
176,3.130425322,0.386152722,0.395285175,0.498102178,0,1.462676122,0,0.05748193,0.144491438,0.186235757,126838,2599.687174,29100,"La Crosse, WI-MN Metropolitan Statistical AreaLa Crosse, WI-MN Metropolitan Statistical Area",48.78971642,5.103249385,0.495603348,1.688328294
289,3.141282793,0.212959768,0.582375625,0.343998546,0,1.522880657,0,0.073205776,0.184016217,0.221846203,109391,1797.883733,41540,"Salisbury, MD Metropolitan Statistical AreaSalisbury, MD Metropolitan Statistical Area",60.84431267,5.038981592,0.497107035,1.784219989
336,3.154500447,0.064060949,0.219548213,0.033114346,0.26433405,1.342321877,0,0.266091662,0.66887055,0.296158791,112947,1302.431761,46940,"Vero Beach, FL Metropolitan Statistical Area",86.72009036,5.0528747,0.498930593,1.938119722
91,3.162479838,0.405710447,0.280884342,0.48272267,0.004217778,1.567443113,0,0.053963304,0.135646728,0.231891455,481394,7468.73563,19780,"Des Moines, IA Metropolitan Statistical AreaDes Moines, IA Metropolitan Statistical AreaDes Moines, IA Metropolitan Statistical AreaDes Moines, IA Metropolitan Statistical AreaDes Moines, IA Metropolitan Statistical Area",64.45455079,5.682500673,0.500027765,1.809253586
290,3.164749872,0.078396946,0.393696189,0.657152913,0.205555288,1.343686576,0,0.101706853,0.255658958,0.12889615,968858,24748.22954,41620,"Salt Lake City, UT Metropolitan Statistical AreaSalt Lake City, UT Metropolitan Statistical AreaSalt Lake City, UT Metropolitan Statistical Area",39.14857822,5.98626013,0.500339391,1.592715994
113,3.166547039,0.189689084,0.583533213,0.611463646,0,1.551857571,0,0.037585341,0.094477703,0.097940478,436141,1649.763682,22420,"Flint, MI Metropolitan Statistical Area",264.3657421,5.639626915,0.500585944,2.422205176
225,3.168646221,0.382339887,0.575961303,0.430108639,0,1.527932331,0,0.03276195,0.082353198,0.137188921,118769,1015.596276,34620,"Muncie, IN Metropolitan Statistical Area",116.9450921,5.0747031,0.500873753,2.067982
194,3.171820438,0.303934918,0.456218785,0.29583683,0.080898186,1.588615024,0,0.079131811,0.198912417,0.168272472,610518,10580.59424,30780,"Little Rock-North Little Rock, AR Metropolitan Statistical AreaLittle Rock-North Little Rock, AR Metropolitan Statistical AreaLittle Rock-North Little Rock, AR Metropolitan Statistical AreaLittle Rock-North Little Rock, AR Metropolitan Statistical AreaLittle Rock-North Little Rock, AR Metropolitan Statistical AreaLittle Rock-North Little Rock, AR Metropolitan Statistical Area",57.70167403,5.785698473,0.501308593,1.761188413
81,3.175411586,0.228500785,0.375614485,0.169590829,0.463890926,1.354111259,0.160405121,0.074368222,0.18693826,0.161991698,5161544,23122.12342,19100,"Dallas-Fort Worth-Arlington, TX Metropolitan Statistical AreaDallas-Fort Worth-Arlington, TX Metropolitan Statistical AreaDallas-Fort Worth-Arlington, TX Metropolitan Statistical AreaDallas-Fort Worth-Arlington, TX Metropolitan Statistical AreaDallas-Fort Worth-Arlington, TX Metropolitan Statistical AreaDallas-Fort Worth-Arlington, TX Metropolitan Statistical AreaDallas-Fort Worth-Arlington, TX Metropolitan Statistical AreaDallas-Fort Worth-Arlington, TX Metropolitan Statistical AreaDallas-Fort Worth-Arlington, TX Metropolitan Statistical AreaDallas-Fort Worth-Arlington, TX Metropolitan Statistical AreaDallas-Fort Worth-Arlington, TX Metropolitan Statistical AreaDallas-Fort Worth-Arlington, TX Metropolitan Statistical Area",223.2296708,6.712779634,0.501800025,2.348751919
156,3.181291708,0.192856794,0.296634224,0.532142417,0.301882056,1.546094255,0,0.049725871,0.124995146,0.136960952,158422,1817.306121,27100,"Jackson, MI Metropolitan Statistical Area",87.17408596,5.199815492,0.502603494,1.940387402
139,3.186776632,0.306017569,0.299737019,0.504015846,0.020159258,1.825854715,0,0.029846032,0.075023513,0.126122682,509074,4200.83296,25420,"Harrisburg-Carlisle, PA Metropolitan Statistical AreaHarrisburg-Carlisle, PA Metropolitan Statistical AreaHarrisburg-Carlisle, PA Metropolitan Statistical Area",121.1840616,5.706780917,0.503351624,2.083445504
157,3.189563111,0.096551176,0.289807432,0.18122827,0.495706473,1.739066724,0,0.071381726,0.179431153,0.136390147,497197,9650.657092,27140,"Jackson, MS Metropolitan Statistical AreaJackson, MS Metropolitan Statistical AreaJackson, MS Metropolitan Statistical AreaJackson, MS Metropolitan Statistical AreaJackson, MS Metropolitan Statistical Area",51.51949709,5.6965285,0.5037312,1.711971615
7,3.220753918,0.279253237,0.953576186,0.595737618,0,1.143377981,0,0.038930457,0.097858886,0.112019552,129144,1361.815301,11020,"Altoona, PA Metropolitan Statistical Area",94.83224333,5.111074234,0.507957544,1.976956024
41,3.231975608,0.292194737,0.505311617,0.682576254,0.424601995,1.071665935,0,0.041933016,0.105406381,0.108285672,4391344,9032.348482,14460,"Boston-Cambridge-Quincy, MA-NH Metropolitan Statistical AreaBoston-Cambridge-Quincy, MA-NH Metropolitan Statistical AreaBoston-Cambridge-Quincy, MA-NH Metropolitan Statistical AreaBoston-Cambridge-Quincy, MA-NH Metropolitan Statistical AreaBoston-Cambridge-Quincy, MA-NH Metropolitan Statistical AreaBoston-Cambridge-Quincy, MA-NH Metropolitan Statistical AreaBoston-Cambridge-Quincy, MA-NH Metropolitan Statistical Area",486.1796474,6.642597459,0.509468074,2.686796774
221,3.24046112,0.139230645,0.13260815,0.227685454,0.696670731,1.695116905,0,0.058909843,0.148080778,0.142158613,346528,7026.840296,33860,"Montgomery, AL Metropolitan Statistical AreaMontgomery, AL Metropolitan Statistical AreaMontgomery, AL Metropolitan Statistical AreaMontgomery, AL Metropolitan Statistical Area",49.31491046,5.539738332,0.510606815,1.692978249
40,3.240849929,0.264100626,0.791509027,0.377960092,0,1.230392914,0,0.106330963,0.267282504,0.203273802,464840,30472.74673,14260,"Boise City-Nampa, ID Metropolitan Statistical AreaBoise City-Nampa, ID Metropolitan Statistical AreaBoise City-Nampa, ID Metropolitan Statistical AreaBoise City-Nampa, ID Metropolitan Statistical AreaBoise City-Nampa, ID Metropolitan Statistical Area",15.2542862,5.667303493,0.510658921,1.18339189
17,3.24254624,0.106563846,0.86482751,0.211502676,0.073935458,1.660899307,0,0.048427074,0.121730381,0.154659999,166079,2654.252197,12020,"Athens-Clarke County, GA Metropolitan Statistical AreaAthens-Clarke County, GA Metropolitan Statistical AreaAthens-Clarke County, GA Metropolitan Statistical AreaAthens-Clarke County, GA Metropolitan Statistical Area",62.57091929,5.220314721,0.510886178,1.796372536
234,3.250690052,0.180924372,0.4460636,0.541617705,1.82E-05,1.816640899,0,0.033077025,0.083145205,0.149203,162453,1470.457874,35660,"Niles-Benton Harbor, MI Metropolitan Statistical Area",110.4778334,5.210727736,0.511975562,2.043275149
298,3.256221349,0.523934636,0.772628293,0.247356848,0.015790661,1.201849928,0,0.097310201,0.244607159,0.152743621,399347,7083.838022,42060,"Santa Barbara-Santa Maria-Goleta, CA Metropolitan Statistical Area",56.37438332,5.601350426,0.512713919,1.751081804
297,3.26209655,0.087123718,0.300825183,0.232873938,0.947139974,1.244090903,0,0.074257328,0.186659491,0.189126013,246681,8543.248461,42020,"San Luis Obispo-Paso Robles, CA Metropolitan Statistical Area",28.87437971,5.3921357,0.513496811,1.460512663
318,3.264693234,0.464720267,0.19140086,0.430287261,0.000126706,1.72359844,0,0.081693071,0.205350631,0.167515999,135758,2874.682925,44300,"State College, PA Metropolitan Statistical Area",47.22538226,5.132765431,0.513842379,1.674175482
167,3.273455257,0.303845744,0.45898493,0.557651649,0.018769931,1.614269959,0,0.049263261,0.123832316,0.146837464,314866,3028.039816,28020,"Kalamazoo-Portage,  MI Metropolitan Statistical AreaKalamazoo-Portage,  MI Metropolitan Statistical Area",103.9834411,5.498125767,0.515006409,2.016964186
317,3.276613726,0.219325752,0.598756781,0.581826097,0,1.5483663,0,0.060204764,0.151335784,0.116798255,144742,1029.450254,44220,"Springfield, OH Metropolitan Statistical Area",140.6012573,5.160594569,0.515425246,2.147989204
181,3.281881908,0.278173942,1.099750063,0.467708961,0.00013981,1.177148001,0,0.028693612,0.072126706,0.158140813,470658,2444.457103,29540,"Lancaster, PA Metropolitan Statistical Area",192.540912,5.672705445,0.51612295,2.284523025
86,3.297769222,0.241371701,0.514817315,0.485114991,0.303405561,1.274757581,0.17467591,0.0494657,0.124341172,0.12981929,848153,4418.474592,19380,"Dayton, OH Metropolitan Statistical AreaDayton, OH Metropolitan Statistical AreaDayton, OH Metropolitan Statistical AreaDayton, OH Metropolitan Statistical Area",191.9560659,5.928474203,0.51822026,2.283201841
146,3.304014608,0.038688714,0.307492399,0.017311465,1.389037199,0.855551982,0,0.091471672,0.515258197,0.089202981,876156,1555.917151,26180,"Honolulu, HI Metropolitan Statistical Area",563.112245,5.942581439,0.519041959,2.750594971
344,3.316199657,0.271600595,0.616937198,0.500863853,0.103427828,1.416768213,0,0.042197335,0.106070792,0.258333824,163706,3893.019969,47940,"Waterloo-Cedar Falls, IA Metropolitan Statistical AreaWaterloo-Cedar Falls, IA Metropolitan Statistical AreaWaterloo-Cedar Falls, IA Metropolitan Statistical Area",42.05115856,5.214064597,0.52064067,1.623777966
45,3.338642096,0.315577817,0.048269973,0.623023905,0.993529066,1.122741827,0,0.026668541,0.067036302,0.141794666,882567,1618.456437,14860,"Bridgeport-Stamford-Norwalk, CT Metropolitan Statistical Area",545.3140287,5.945747685,0.523569865,2.73664667
165,3.386876747,0.214307613,0.804239565,0.343214343,0.00325225,1.489122297,0,0.064697927,0.162630185,0.305412576,107762,3795.873677,27860,"Jonesboro, AR Metropolitan Statistical AreaJonesboro, AR Metropolitan Statistical Area",28.38924821,5.032465643,0.529799392,1.453153892
3,3.410329723,0.263974028,0.209521224,0.52959462,0.318533945,1.506249277,0.288344019,0.052393183,0.131699952,0.11001947,825875,7281.892392,10580,"Albany-Schenectady-Troy, NY Metropolitan Statistical AreaAlbany-Schenectady-Troy, NY Metropolitan Statistical AreaAlbany-Schenectady-Troy, NY Metropolitan Statistical AreaAlbany-Schenectady-Troy, NY Metropolitan Statistical AreaAlbany-Schenectady-Troy, NY Metropolitan Statistical Area",113.4148866,5.91691432,0.53279637,2.054670063
195,3.413881639,0.379968789,0.177677356,0.612761517,0.001559511,1.469783109,0,0.163278894,0.410431669,0.198420794,102720,4735.682658,30860,"Logan, UT-ID Metropolitan Statistical AreaLogan, UT-ID Metropolitan Statistical Area",21.6906426,5.011655011,0.53324846,1.336272418
120,3.41499714,0.308313862,0.747745484,0.450937094,0.040814848,1.504027076,0,0.041568116,0.104489127,0.217101526,390156,3524.88206,23060,"Fort Wayne, IN Metropolitan Statistical AreaFort Wayne, IN Metropolitan Statistical AreaFort Wayne, IN Metropolitan Statistical Area",110.6862566,5.59123829,0.533390344,2.0440937
312,3.420508083,0.141670335,0.907212703,0.190926412,0,1.716158418,0,0.087196402,0.219184246,0.158159572,253791,2092.518606,43900,"Spartanburg, SC Metropolitan Statistical Area",121.2849431,5.404476217,0.534090621,2.083806889
223,3.451248852,0.08343408,0.605384576,0.139697606,0,2.265027453,0,0.042814651,0.107622509,0.207267962,123081,1854.061138,34100,"Morristown, TN Metropolitan Statistical AreaMorristown, TN Metropolitan Statistical AreaMorristown, TN Metropolitan Statistical Area",66.38454228,5.090191016,0.537976275,1.822066965
210,3.45421243,0.155177931,1.039298797,0.182140942,0.035057985,1.627089179,0,0.057778104,0.145235954,0.212433532,210554,5011.554741,32900,"Merced, CA Metropolitan Statistical Area",42.0137085,5.323363496,0.538349043,1.623391018
22,3.488308799,0.170094644,0.252373556,0.131515912,1.036894971,1.418287273,0.126387597,0.051195059,0.128688243,0.172871544,1249763,10929.46539,12420,"Austin-Round Rock, TX Metropolitan Statistical AreaAustin-Round Rock, TX Metropolitan Statistical AreaAustin-Round Rock, TX Metropolitan Statistical AreaAustin-Round Rock, TX Metropolitan Statistical AreaAustin-Round Rock, TX Metropolitan Statistical Area",114.3480449,6.096827663,0.542614923,2.058228744
235,3.499494674,0.322092826,0.349297412,0.665174261,0.323422115,1.570082161,0,0.034043873,0.085575553,0.149806471,259088,1722.025951,35980,"Norwich-New London, CT Metropolitan Statistical Area",150.45534,5.413447299,0.544005337,2.177407607
278,3.53297328,0.245120139,0.752975875,0.649610133,0.062538051,1.358136629,0,0.085570427,0.215097072,0.163924951,320204,2056.661572,40420,"Rockford, IL Metropolitan Statistical AreaRockford, IL Metropolitan Statistical Area",155.6911474,5.505426753,0.548140353,2.192263919
13,3.569512786,0.477783549,0.48102263,0.608959426,0.000360225,1.71578974,0,0.031616315,0.079473448,0.174507453,322895,1828.442046,11460,"Ann Arbor, MI Metropolitan Statistical Area",176.5956983,5.50906132,0.552608942,2.24698012
358,3.599671899,0.232955579,0.553128857,0.571483924,0.566553577,1.438402452,0,0.034264208,0.086129407,0.116753897,602964,4409.440312,49660,"Youngstown-Warren-Boardman, OH-PA Metropolitan Statistical AreaYoungstown-Warren-Boardman, OH-PA Metropolitan Statistical AreaYoungstown-Warren-Boardman, OH-PA Metropolitan Statistical Area",136.7438852,5.780291383,0.556262918,2.135907915
20,3.615523121,0.087925894,0.232564948,0.208771869,1.397605055,1.332734899,0,0.061671558,0.155022869,0.139226019,115092,1573.510728,12220,"Auburn-Opelika, AL Metropolitan Statistical Area",73.14344793,5.061045137,0.558171143,1.864175429
184,3.630359676,0.180663463,0.142026734,0.347181009,0.732957792,1.848849698,0,0.076591853,0.192527748,0.109561374,174682,9861.408558,29740,"Las Cruces, NM Metropolitan Statistical Area",17.71369668,5.242248156,0.559949655,1.248309204
343,3.631378243,0.224571041,0.19445615,0.353611828,1.216181422,1.330886159,0.007449747,0.049504677,0.124439151,0.130278067,4796183,14499.58079,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Statistical AreaWashington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Statistical AreaWashington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Statistical AreaWashington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Statistical AreaWashington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Statistical AreaWashington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Statistical AreaWashington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Statistical AreaWashington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Statistical AreaWashington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Statistical AreaWashington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Statistical AreaWashington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Statistical AreaWashington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Statistical AreaWashington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Statistical AreaWashington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Statistical AreaWashington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Statistical AreaWashington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Statistical AreaWashington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Statistical AreaWashington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Statistical AreaWashington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Statistical AreaWashington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Statistical AreaWashington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Statistical AreaWashington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Statistical Area",330.7808045,6.680895745,0.560071487,2.519540299
168,3.640805158,0.230810426,0.929068697,0.58787451,0.034408666,1.290945133,0,0.097566198,0.24525072,0.224880809,103833,1752.271023,28100,"Kankakee-Bradley, IL Metropolitan Statistical Area",59.2562444,5.016335402,0.561197438,1.772734123
244,3.652110141,0.355757487,0.894743064,0.494773633,0.323612134,1.092949733,0,0.081768938,0.20554132,0.202963831,156763,1125.316243,36780,"Oshkosh-Neenah, WI Metropolitan Statistical Area",139.3057294,5.195243566,0.562543867,2.143968978
90,3.655714128,0.240949137,0.340735918,0.443488668,0.832774331,1.312582958,0,0.093014474,0.233809063,0.158359579,2140156,21530.6361,19740,"Denver-Aurora, CO Metropolitan Statistical AreaDenver-Aurora, CO Metropolitan Statistical AreaDenver-Aurora, CO Metropolitan Statistical AreaDenver-Aurora, CO Metropolitan Statistical AreaDenver-Aurora, CO Metropolitan Statistical AreaDenver-Aurora, CO Metropolitan Statistical AreaDenver-Aurora, CO Metropolitan Statistical AreaDenver-Aurora, CO Metropolitan Statistical AreaDenver-Aurora, CO Metropolitan Statistical Area",99.4005003,6.330445431,0.562972227,1.99738857
271,3.661283781,0.410578362,0.58308951,0.222814298,0.076174726,1.34254425,0.508014615,0.106234668,0.267040464,0.14479289,163256,9778.246966,39820,"Redding, CA Metropolitan Statistical Area",16.69583521,5.212869151,0.563633392,1.22260815
243,3.67207855,0.054488459,0.249502582,0.034794481,1.291867129,1.485603213,0,0.097896459,0.246080831,0.211845395,1644561,9009.23194,36740,"Orlando, FL Metropolitan Statistical AreaOrlando, FL Metropolitan Statistical AreaOrlando, FL Metropolitan Statistical AreaOrlando, FL Metropolitan Statistical Area",182.5417539,6.216049987,0.564911963,2.261362219
310,3.674865227,0.3797035,0.694895384,0.459541875,0.076236487,1.332482086,0,0.116695627,0.293336063,0.321974216,187093,6670.99802,43620,"Sioux Falls, SD Metropolitan Statistical AreaSioux Falls, SD Metropolitan Statistical AreaSioux Falls, SD Metropolitan Statistical AreaSioux Falls, SD Metropolitan Statistical Area",28.04572861,5.272057539,0.565241416,1.447866727
98,3.678706547,0.508814005,0.381298348,0.515366497,0.02258535,1.86088276,0,0.051840067,0.130309579,0.207609956,148337,4264.041775,20740,"Eau Claire, WI Metropolitan Statistical AreaEau Claire, WI Metropolitan Statistical Area",34.7878862,5.171249492,0.565695145,1.541428041
161,3.680679417,0.39887017,0.52917013,0.493365433,0.305019067,1.559472638,0,0.065385104,0.164357541,0.165039335,152307,1859.980029,27500,"Janesville, WI Metropolitan Statistical Area",81.88636309,5.182719864,0.565927993,1.913211583
325,3.681911791,0.134882442,0.947980393,0.207655866,0,2.068837656,0,0.047837471,0.12024831,0.154469653,129749,3912.393484,45500,"Texarkana, TX-Texarkana, AR Metropolitan Statistical AreaTexarkana, TX-Texarkana, AR Metropolitan Statistical Area",33.16358657,5.113104019,0.56607338,1.520661492
272,3.686174566,0.150036088,0.745899861,0.486461662,0.650446526,1.111040524,0,0.095497447,0.240050463,0.206741992,342885,17004.01224,39900,"Reno-Sparks, NV Metropolitan Statistical AreaReno-Sparks, NV Metropolitan Statistical Area",20.16494667,5.535148487,0.566575898,1.304597078
291,3.704238937,0.137445664,0.226141093,0.156353491,0.869177423,1.512208232,0,0.184488178,0.463745105,0.154679744,105781,6665.424273,41660,"San Angelo, TX Metropolitan Statistical AreaSan Angelo, TX Metropolitan Statistical Area",15.87010754,5.024407668,0.568698993,1.20057987
239,3.707498615,0.064603943,1.347969172,0.584139241,0.03280962,1.236492407,0.233243855,0.022174581,0.0557399,0.130325894,442656,3843.693531,36260,"Ogden-Clearfield, UT Metropolitan Statistical AreaOgden-Clearfield, UT Metropolitan Statistical AreaOgden-Clearfield, UT Metropolitan Statistical Area",115.1642285,5.646066355,0.569080997,2.061317602
213,3.707922359,0.178787094,0.94988513,0.248805274,2.22E-05,1.456395547,0,0.194621857,0.489218,0.190187253,116009,2331.764835,33260,"Midland, TX Metropolitan Statistical Area",49.75158655,5.064491683,0.569130632,1.696806935
39,3.74731063,0.385045389,0.381355368,0.606430271,0.038951766,1.805420779,0,0.078325121,0.19688466,0.254897277,150433,3064.933852,14060,"Bloomington-Normal,  IL Metropolitan Statistical Area",49.08197281,5.177343116,0.573719695,1.690922011
73,3.7671103,0.255816148,0.476354235,0.357834704,0.815951216,1.539113163,0,0.032617268,0.081989538,0.207434027,145666,2976.575759,17860,"Columbia, MO Metropolitan Statistical AreaColumbia, MO Metropolitan Statistical Area",48.9374408,5.163358195,0.576008336,1.689641254
57,3.770095275,0.251052046,0.498496188,0.565023688,0.220377767,1.489326201,0,0.135352438,0.340233352,0.27023358,210275,4975.583322,16580,"Champaign-Urbana, IL Metropolitan Statistical AreaChampaign-Urbana, IL Metropolitan Statistical AreaChampaign-Urbana, IL Metropolitan Statistical Area",42.26137648,5.322787642,0.576352326,1.625943638
158,3.785581596,0.179946106,0.798377213,0.30984208,0,2.189701919,0,0.040428472,0.101624417,0.165661399,107377,2182.978552,27180,"Jackson, TN Metropolitan Statistical AreaJackson, TN Metropolitan Statistical Area",49.18829821,5.030911266,0.578132612,1.691861797
175,3.805734137,0.223738106,1.473866576,0.477148462,0,1.304254075,0,0.033889325,0.085187077,0.207650516,101541,1433.810709,29020,"Kokomo, IN Metropolitan Statistical AreaKokomo, IN Metropolitan Statistical Area",70.81897168,5.006641436,0.580438446,1.850149616
300,3.806786739,0.295414295,0.718921882,0.417342542,0,1.970615065,0,0.082821837,0.208188016,0.113483108,129292,4945.359181,42140,"Santa Fe, NM Metropolitan Statistical Area",26.14410708,5.111571654,0.580558548,1.417373814
209,3.859544083,0.143470386,0.265695059,0.288789637,1.118823135,1.567418656,0,0.091889795,0.23098198,0.152475435,1205204,11856.57755,32820,"Memphis, TN-MS-AR Metropolitan Statistical AreaMemphis, TN-MS-AR Metropolitan Statistical AreaMemphis, TN-MS-AR Metropolitan Statistical AreaMemphis, TN-MS-AR Metropolitan Statistical AreaMemphis, TN-MS-AR Metropolitan Statistical AreaMemphis, TN-MS-AR Metropolitan Statistical AreaMemphis, TN-MS-AR Metropolitan Statistical AreaMemphis, TN-MS-AR Metropolitan Statistical Area",101.6485571,6.081060564,0.586536006,2.007101218
124,3.887824968,0.121648205,1.435380257,0.203723163,0,1.829148316,0,0.029000646,0.072898454,0.196025934,139277,1017.300166,23580,"Gainesville, GA Metropolitan Statistical Area",136.9084609,5.143879404,0.589706704,2.136430288
315,3.888847943,0.340631975,0.564085891,0.715197058,0.634595144,1.380501234,0,0.042315329,0.106367391,0.105153923,680014,4775.199911,44140,"Springfield, MA Metropolitan Statistical AreaSpringfield, MA Metropolitan Statistical AreaSpringfield, MA Metropolitan Statistical Area",142.4053469,5.832517854,0.589820962,2.153526296
240,3.901978567,0.278653559,0.600273639,0.3349032,0.481364307,1.828106203,0,0.063414627,0.159404384,0.155858645,1095421,14274.8666,36420,"Oklahoma City, OK Metropolitan Statistical AreaOklahoma City, OK Metropolitan Statistical AreaOklahoma City, OK Metropolitan Statistical AreaOklahoma City, OK Metropolitan Statistical AreaOklahoma City, OK Metropolitan Statistical AreaOklahoma City, OK Metropolitan Statistical AreaOklahoma City, OK Metropolitan Statistical Area",76.73773989,6.039581062,0.59128488,1.885009004
322,3.926782831,0.079089986,0.271193922,0.034020477,0.970296403,2.179658499,0,0.065324432,0.164205043,0.162994065,320304,6184.107754,45220,"Tallahassee, FL Metropolitan Statistical AreaTallahassee, FL Metropolitan Statistical AreaTallahassee, FL Metropolitan Statistical AreaTallahassee, FL Metropolitan Statistical Area",51.79469905,5.505562362,0.594036884,1.714285314
138,3.943191417,0.121595562,2.113298669,0.053895374,0.106303327,1.273531295,0,0.030257135,0.076056874,0.16825318,129461,3598.582308,25260,"Hanford-Corcoran, CA Metropolitan Statistical Area",35.97555618,5.112138957,0.59584786,1.556007517
108,3.952517403,0.496720113,0.999468242,0.375122345,0,1.340004554,0,0.091314136,0.229535021,0.420353003,174367,7278.651684,22020,"Fargo, ND-MN Metropolitan Statistical AreaFargo, ND-MN Metropolitan Statistical Area",23.95594783,5.241464296,0.596873791,1.379413359
60,3.958011493,0.1937828,0.331831768,0.264136333,1.269247348,1.365787036,0,0.091244481,0.229359852,0.212621875,1330448,7990.592664,16740,"Charlotte-Gastonia-Concord, NC-SC Metropolitan Statistical AreaCharlotte-Gastonia-Concord, NC-SC Metropolitan Statistical AreaCharlotte-Gastonia-Concord, NC-SC Metropolitan Statistical AreaCharlotte-Gastonia-Concord, NC-SC Metropolitan Statistical AreaCharlotte-Gastonia-Concord, NC-SC Metropolitan Statistical AreaCharlotte-Gastonia-Concord, NC-SC Metropolitan Statistical Area",166.5017923,6.123997905,0.597477051,2.221418913
188,3.971564661,0.236346473,0.456756131,0.620266025,1.028494993,1.478102263,0,0,0,0.151598777,120327,937.142582,30140,"Lebanon, PA Metropolitan Statistical Area",128.3977511,5.080363089,0.598961638,2.108557417
24,3.996176524,0.327349608,0.26160008,0.416794765,1.311048973,1.311564765,0.090697915,0.046226427,0.116198661,0.11469533,2552994,6737.801281,12580,"Baltimore-Towson, MD Metropolitan Statistical AreaBaltimore-Towson, MD Metropolitan Statistical AreaBaltimore-Towson, MD Metropolitan Statistical AreaBaltimore-Towson, MD Metropolitan Statistical AreaBaltimore-Towson, MD Metropolitan Statistical AreaBaltimore-Towson, MD Metropolitan Statistical AreaBaltimore-Towson, MD Metropolitan Statistical Area",378.9060991,6.407049794,0.601644664,2.578531596
28,3.999600812,0.240210979,0.731386383,0.609518223,0.002453267,1.8496496,0,0.120775519,0.303591586,0.142015263,137985,1829.135298,12980,"Battle Creek, MI Metropolitan Statistical Area",75.43728457,5.139831878,0.602016648,1.877586047
275,4.023633494,0.16423916,1.200586208,0.286137595,0.00094405,1.585684262,0.468075534,0.054259243,0.136390633,0.127316806,288309,4839.854582,40220,"Roanoke, VA Metropolitan Statistical AreaRoanoke, VA Metropolitan Statistical AreaRoanoke, VA Metropolitan Statistical AreaRoanoke, VA Metropolitan Statistical AreaRoanoke, VA Metropolitan Statistical AreaRoanoke, VA Metropolitan Statistical Area",59.56976498,5.4598582,0.604618415,1.775025887
99,4.024681774,0.123209889,0.562044092,0.070670738,0.720966135,1.608618435,0,0.157340072,0.395503319,0.386329093,142361,10817.35252,20940,"El Centro, CA Metropolitan Statistical Area",13.16042901,5.15339103,0.604731547,1.119270047
42,4.029687854,0.219009529,0.313580932,0.428081966,1.448543956,1.066193796,0.148201828,0.069140822,0.173798231,0.163136797,269794,1881.080439,14500,"Boulder, CO Metropolitan Statistical Area",143.4250202,5.431032287,0.605271406,2.15662492
34,4.042579229,0.190817113,0.245176256,0.52970195,1.0776392,1.718136093,0,0.050713725,0.127478317,0.102916574,252320,3171.0979,13780,"Binghamton, NY Metropolitan Statistical AreaBinghamton, NY Metropolitan Statistical Area",79.56865665,5.401951676,0.60665854,1.900742026
178,4.045581661,0.125323005,1.636220084,0.131739663,0.296601478,1.488150076,0,0.057803088,0.145298725,0.164445547,239086,2606.478885,29180,"Lafayette, LA Metropolitan Statistical AreaLafayette, LA Metropolitan Statistical Area",91.72757983,5.378554146,0.606980972,1.962499935
0,4.055850491,0.149045824,0.137227421,0.190972255,0.867622809,2.19999522,0,0.101742607,0.255748847,0.153495516,160245,7105.575299,10180,"Abilene, TX Metropolitan Statistical AreaAbilene, TX Metropolitan Statistical AreaAbilene, TX Metropolitan Statistical Area",22.55200927,5.204784487,0.608081937,1.353185241
